TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,StoreName,GroupStore,Type,Latitude,Longitude,Product Name
TR79023,419,2022-06-21,P8,16000,3,48000,3,38,1,Married,3.86,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Oat
TR79753,16,2022-06-21,P2,3200,4,12800,12,52,0,Married,11.8,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Ginger Candy 
TR82633,332,2022-06-21,P2,3200,5,16000,14,28,1,Single,6.91,Priangan,Priangan,Modern Trade,-5.45,105.26667,Ginger Candy 
TR96435,336,2022-06-21,P10,15000,1,15000,4,51,0,Single,10.84,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Cheese Stick
TR12273,137,2022-06-22,P6,18000,3,54000,6,34,1,Married,6.36,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cashew
TR22821,240,2022-06-22,P8,16000,2,32000,6,22,1,Single,3.33,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Oat
TR28552,249,2022-06-22,P2,3200,3,9600,10,47,0,Married,13.34,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR3519,111,2022-06-22,P2,3200,5,16000,14,59,1,Married,4.59,Priangan,Priangan,Modern Trade,-5.45,105.26667,Ginger Candy 
TR35207,239,2022-06-22,P6,18000,4,72000,12,41,1,Married,6.55,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Cashew
TR43126,360,2022-06-22,P6,18000,3,54000,1,54,0,Married,35.78,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Cashew
TR43254,321,2022-06-22,P7,9400,6,56400,14,45,0,Married,8.03,Priangan,Priangan,Modern Trade,-5.45,105.26667,Coffee Candy
TR44785,329,2022-06-22,P2,3200,4,12800,10,19,1,Single,0.0,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR58302,245,2022-06-22,P4,12000,1,12000,12,26,1,Married,4.58,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Potato Chip
TR64044,386,2022-06-22,P3,7500,1,7500,13,33,0,Married,6.95,Buana,Buana,General Trade,-1.26916,116.825264,Crackers
TR67475,85,2022-06-22,P8,16000,3,48000,8,59,1,Married,7.89,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Oat
TR71412,8,2022-06-22,P9,10000,2,20000,8,37,1,Married,5.49,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Yoghurt
TR77639,355,2022-06-22,P8,16000,1,16000,3,19,1,Single,0.0,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Oat
TR77873,80,2022-06-22,P4,12000,4,48000,1,44,0,Married,13.45,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Potato Chip
TR84098,234,2022-06-22,P7,9400,4,37600,13,61,1,Married,10.86,Buana,Buana,General Trade,-1.26916,116.825264,Coffee Candy
TR842,137,2022-06-22,P7,9400,4,37600,1,34,1,Married,6.36,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Coffee Candy
TR84758,255,2022-06-22,P10,15000,2,30000,5,24,1,Single,5.78,Bonafid,Gita,General Trade,-7.250445,112.768845,Cheese Stick
TR90376,421,2022-06-22,P7,9400,4,37600,8,35,0,Married,9.01,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Coffee Candy
TR91012,113,2022-06-22,P2,3200,5,16000,8,57,0,Married,71.3,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Ginger Candy 
TR96585,48,2022-06-22,P2,3200,5,16000,8,32,0,Married,10.62,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Ginger Candy 
TR16953,6,2022-06-23,P8,16000,3,48000,11,23,0,Married,2.33,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Oat
TR31016,337,2022-06-23,P10,15000,2,30000,11,43,1,Married,5.12,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Cheese Stick
TR37848,273,2022-06-23,P9,10000,2,20000,10,27,1,Married,3.32,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR39070,350,2022-06-23,P8,16000,2,32000,4,38,0,Single,7.95,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Oat
TR42841,72,2022-06-23,P7,9400,4,37600,8,26,0,Single,1.81,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Coffee Candy
TR53639,199,2022-06-23,P3,7500,4,30000,5,41,0,Married,7.9,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR61894,283,2022-06-23,P2,3200,7,22400,9,19,1,Single,0.0,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Ginger Candy 
TR75167,43,2022-06-23,P3,7500,4,30000,1,53,0,Married,16.64,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Crackers
TR76988,433,2022-06-23,P8,16000,2,32000,6,48,1,Married,11.97,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Oat
TR79428,85,2022-06-23,P4,12000,2,24000,7,59,1,Married,7.89,Buana Indah,Buana,General Trade,3.316694,114.590111,Potato Chip
TR81068,306,2022-06-23,P3,7500,3,22500,13,49,0,Married,16.52,Buana,Buana,General Trade,-1.26916,116.825264,Crackers
TR88787,217,2022-06-23,P1,8800,7,61600,9,39,1,Single,6.96,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Choco Bar
TR88788,50,2022-06-23,P5,4200,3,12600,11,31,1,Married,6.01,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Thai Tea
TR93404,236,2022-06-23,P6,18000,3,54000,6,28,0,Married,3.13,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cashew
TR96467,340,2022-06-23,P6,18000,4,72000,3,41,0,Single,10.9,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Cashew
TR14167,1,2022-06-24,P1,8800,7,61600,2,55,1,Married,5.12,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Choco Bar
TR19144,187,2022-06-24,P8,16000,1,16000,3,49,1,Married,9.18,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Oat
TR22592,29,2022-06-24,P3,7500,6,45000,5,59,1,Married,10.5,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR36976,93,2022-06-24,P7,9400,4,37600,14,32,0,Married,4.85,Priangan,Priangan,Modern Trade,-5.45,105.26667,Coffee Candy
TR37179,371,2022-06-24,P10,15000,3,45000,12,25,0,Married,3.06,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Cheese Stick
TR48896,114,2022-06-24,P10,15000,5,75000,6,22,0,Single,3.14,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cheese Stick
TR49570,349,2022-06-24,P2,3200,4,12800,9,37,0,Married,5.96,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Ginger Candy 
TR50252,111,2022-06-24,P8,16000,1,16000,2,59,1,Married,4.59,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Oat
TR55536,388,2022-06-24,P2,3200,5,16000,10,44,1,Married,16.12,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR67439,7,2022-06-24,P3,7500,1,7500,10,31,0,Married,4.57,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Crackers
TR70096,378,2022-06-24,P4,12000,4,48000,9,54,0,Married,14.66,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Potato Chip
TR7407,79,2022-06-24,P10,15000,1,15000,3,20,1,Single,1.6,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Cheese Stick
TR76450,220,2022-06-24,P5,4200,2,8400,9,45,0,Married,16.35,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Thai Tea
TR84479,294,2022-06-24,P5,4200,5,21000,5,54,1,Married,19.07,Bonafid,Gita,General Trade,-7.250445,112.768845,Thai Tea
TR86088,301,2022-06-24,P9,10000,1,10000,13,60,0,Married,8.97,Buana,Buana,General Trade,-1.26916,116.825264,Yoghurt
TR86105,439,2022-06-24,P5,4200,3,12600,13,35,0,Single,12.34,Buana,Buana,General Trade,-1.26916,116.825264,Thai Tea
TR92539,97,2022-06-24,P1,8800,4,35200,2,51,1,Married,20.22,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Choco Bar
TR95006,147,2022-06-24,P3,7500,5,37500,11,59,1,Married,8.02,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Crackers
TR15308,356,2022-06-25,P8,16000,3,48000,8,56,0,Married,13.25,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Oat
TR17485,394,2022-06-25,P8,16000,1,16000,2,50,0,Married,7.19,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Oat
TR17535,157,2022-06-25,P3,7500,1,7500,9,44,0,Single,2.52,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Crackers
TR27949,114,2022-06-25,P4,12000,2,24000,6,22,0,Single,3.14,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Potato Chip
TR34717,85,2022-06-25,P9,10000,3,30000,6,59,1,Married,7.89,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Yoghurt
TR35748,429,2022-06-25,P5,4200,5,21000,4,37,1,Married,8.97,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Thai Tea
TR41052,76,2022-06-25,P1,8800,7,61600,8,38,1,Married,7.88,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Choco Bar
TR43767,284,2022-06-25,P2,3200,4,12800,10,49,1,Married,11.31,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR48384,430,2022-06-25,P4,12000,5,60000,9,55,1,Single,18.37,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Potato Chip
TR58441,1,2022-06-25,P2,3200,7,22400,8,55,1,Married,5.12,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Ginger Candy 
TR65394,435,2022-06-25,P7,9400,5,47000,12,29,1,Married,3.61,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Coffee Candy
TR67252,306,2022-06-25,P10,15000,5,75000,9,49,0,Married,16.52,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR81925,291,2022-06-25,P7,9400,6,56400,6,49,0,Married,19.98,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Coffee Candy
TR81972,347,2022-06-25,P3,7500,3,22500,5,26,1,Single,3.69,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR86875,367,2022-06-25,P9,10000,2,20000,10,43,0,Married,10.96,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR91676,297,2022-06-25,P2,3200,5,16000,14,41,1,Married,12.13,Priangan,Priangan,Modern Trade,-5.45,105.26667,Ginger Candy 
TR99533,178,2022-06-25,P1,8800,9,79200,10,43,0,Married,9.58,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Choco Bar
TR12624,7,2022-06-26,P7,9400,5,47000,11,31,0,Married,4.57,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Coffee Candy
TR14129,15,2022-06-26,P8,16000,3,48000,12,30,0,Married,4.52,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Oat
TR20103,33,2022-06-26,P9,10000,1,10000,11,53,0,Married,17.11,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Yoghurt
TR27438,307,2022-06-26,P1,8800,7,61600,8,31,0,Married,5.22,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Choco Bar
TR29651,175,2022-06-26,P4,12000,2,24000,8,60,0,Married,9.7,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Potato Chip
TR37850,89,2022-06-26,P8,16000,3,48000,9,32,0,Married,9.68,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Oat
TR38831,82,2022-06-26,P1,8800,5,44000,9,60,1,Married,6.24,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Choco Bar
TR38910,402,2022-06-26,P6,18000,1,18000,11,51,0,Married,17.65,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Cashew
TR41119,394,2022-06-26,P2,3200,3,9600,7,50,0,Married,7.19,Buana Indah,Buana,General Trade,3.316694,114.590111,Ginger Candy 
TR43136,330,2022-06-26,P7,9400,5,47000,7,61,1,Married,7.0,Buana Indah,Buana,General Trade,3.316694,114.590111,Coffee Candy
TR44183,105,2022-06-26,P5,4200,4,16800,6,61,0,Married,7.54,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Thai Tea
TR4732,231,2022-06-26,P4,12000,4,48000,12,51,1,Married,16.59,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Potato Chip
TR57125,353,2022-06-26,P9,10000,3,30000,12,25,0,Single,1.32,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Yoghurt
TR61555,285,2022-06-26,P10,15000,1,15000,10,20,0,Single,0.0,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cheese Stick
TR74178,92,2022-06-26,P5,4200,4,16800,5,60,0,Married,10.72,Bonafid,Gita,General Trade,-7.250445,112.768845,Thai Tea
TR77285,238,2022-06-26,P2,3200,7,22400,9,26,0,Single,6.61,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Ginger Candy 
TR77373,191,2022-06-26,P1,8800,6,52800,4,35,1,Married,8.3,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Choco Bar
TR1203,417,2022-06-27,P9,10000,7,70000,1,47,1,Married,12.75,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Yoghurt
TR13021,42,2022-06-27,P3,7500,4,30000,10,60,0,Married,10.28,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Crackers
TR17185,209,2022-06-27,P1,8800,3,26400,13,47,0,Single,2.55,Buana,Buana,General Trade,-1.26916,116.825264,Choco Bar
TR42701,377,2022-06-27,P5,4200,3,12600,2,53,0,Single,10.39,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Thai Tea
TR43661,204,2022-06-27,P2,3200,5,16000,7,53,0,Married,9.46,Buana Indah,Buana,General Trade,3.316694,114.590111,Ginger Candy 
TR57301,141,2022-06-27,P1,8800,3,26400,12,65,1,Married,9.94,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Choco Bar
TR60853,91,2022-06-27,P4,12000,5,60000,14,59,0,Married,9.85,Priangan,Priangan,Modern Trade,-5.45,105.26667,Potato Chip
TR62432,331,2022-06-27,P4,12000,1,12000,7,54,0,Married,16.19,Buana Indah,Buana,General Trade,3.316694,114.590111,Potato Chip
TR64572,262,2022-06-27,P4,12000,3,36000,11,34,1,Married,5.61,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Potato Chip
TR67368,170,2022-06-27,P8,16000,1,16000,6,36,0,Married,7.55,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Oat
TR70430,132,2022-06-27,P9,10000,7,70000,12,41,0,Married,17.69,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Yoghurt
TR72548,275,2022-06-27,P7,9400,5,47000,14,41,0,Married,15.33,Priangan,Priangan,Modern Trade,-5.45,105.26667,Coffee Candy
TR72720,6,2022-06-27,P4,12000,3,36000,12,23,0,Married,2.33,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Potato Chip
TR86196,282,2022-06-27,P10,15000,3,45000,3,55,0,Married,11.38,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Cheese Stick
TR96799,129,2022-06-27,P10,15000,5,75000,9,35,1,Single,10.46,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR98043,385,2022-06-27,P2,3200,7,22400,11,41,1,Married,15.84,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Ginger Candy 
TR16709,325,2022-06-28,P3,7500,1,7500,8,37,0,Single,3.25,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Crackers
TR19486,229,2022-06-28,P7,9400,3,28200,6,32,0,Married,10.17,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Coffee Candy
TR19961,338,2022-06-28,P6,18000,1,18000,14,46,1,Married,5.12,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cashew
TR238,196,2022-06-28,P8,16000,1,16000,3,34,0,Married,3.17,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Oat
TR37278,274,2022-06-28,P1,8800,3,26400,11,48,0,Married,11.99,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Choco Bar
TR39399,423,2022-06-28,P1,8800,4,35200,14,22,0,Married,3.55,Priangan,Priangan,Modern Trade,-5.45,105.26667,Choco Bar
TR49358,108,2022-06-28,P5,4200,2,8400,5,25,0,Single,6.87,Bonafid,Gita,General Trade,-7.250445,112.768845,Thai Tea
TR62976,30,2022-06-28,P2,3200,5,16000,10,37,1,Single,2.26,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Ginger Candy 
TR63083,344,2022-06-28,P9,10000,1,10000,12,47,1,Married,5.63,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Yoghurt
TR6685,159,2022-06-28,P8,16000,1,16000,10,53,1,Married,13.65,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Oat
TR68225,423,2022-06-28,P9,10000,5,50000,4,22,0,Married,3.55,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Yoghurt
TR84116,160,2022-06-28,P2,3200,7,22400,12,48,1,Married,12.57,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Ginger Candy 
TR98640,407,2022-06-28,P10,15000,5,75000,9,53,1,Married,9.27,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR99591,22,2022-06-28,P6,18000,3,54000,10,34,0,Single,9.91,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Cashew
TR17593,362,2022-06-29,P5,4200,3,12600,7,25,0,Single,7.47,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR21396,429,2022-06-29,P4,12000,4,48000,2,37,1,Married,8.97,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Potato Chip
TR24709,245,2022-06-29,P9,10000,4,40000,5,26,1,Married,4.58,Bonafid,Gita,General Trade,-7.250445,112.768845,Yoghurt
TR39547,414,2022-06-29,P9,10000,4,40000,14,21,1,Single,0.74,Priangan,Priangan,Modern Trade,-5.45,105.26667,Yoghurt
TR53622,87,2022-06-29,P1,8800,10,88000,5,44,1,Married,9.57,Bonafid,Gita,General Trade,-7.250445,112.768845,Choco Bar
TR54358,31,2022-06-29,P1,8800,2,17600,1,38,0,Married,9.61,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Choco Bar
TR58644,33,2022-06-29,P9,10000,7,70000,6,53,0,Married,17.11,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Yoghurt
TR65558,95,2022-06-29,P4,12000,2,24000,13,52,0,Married,17.42,Buana,Buana,General Trade,-1.26916,116.825264,Potato Chip
TR97919,401,2022-06-29,P3,7500,4,30000,2,45,0,Married,4.08,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Crackers
TR15114,49,2022-06-30,P4,12000,3,36000,8,44,1,Married,13.48,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Potato Chip
TR28535,298,2022-06-30,P4,12000,2,24000,7,38,1,Married,8.99,Buana Indah,Buana,General Trade,3.316694,114.590111,Potato Chip
TR29538,377,2022-06-30,P5,4200,2,8400,3,53,0,Single,10.39,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Thai Tea
TR35997,83,2022-06-30,P6,18000,1,18000,12,34,1,Married,10.88,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Cashew
TR37281,44,2022-06-30,P10,15000,3,45000,6,40,0,Married,10.65,Lingga,Lingga,Modern Trade,-5.135399,119.42379,Cheese Stick
TR46876,108,2022-06-30,P7,9400,6,56400,13,25,0,Single,6.87,Buana,Buana,General Trade,-1.26916,116.825264,Coffee Candy
TR49903,439,2022-06-30,P5,4200,4,16800,8,35,0,Single,12.34,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Thai Tea
TR63810,44,2022-06-30,P5,4200,4,16800,4,40,0,Married,10.65,Gita Ginara,Gita,General Trade,-6.966667,110.416664,Thai Tea
TR76052,262,2022-06-30,P8,16000,2,32000,3,34,1,Married,5.61,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Oat
TR13063,242,2022-07-01,P5,4200,3,12600,10,56,1,Married,6.98,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Thai Tea
TR13980,306,2022-07-01,P5,4200,2,8400,12,49,0,Married,16.52,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Thai Tea
TR14209,109,2022-07-01,P7,9400,3,28200,5,35,1,Married,10.04,Bonafid,Gita,General Trade,-7.250445,112.768845,Coffee Candy
TR15338,168,2022-07-01,P9,10000,7,70000,10,27,0,Married,4.88,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR18491,122,2022-07-01,P8,16000,1,16000,12,26,1,Single,0.14,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Oat
TR20122,396,2022-07-01,P3,7500,3,22500,2,36,1,Married,9.18,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Crackers
TR26498,14,2022-07-01,P9,10000,5,50000,10,58,1,Married,10.18,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR27011,390,2022-07-01,P3,7500,4,30000,5,20,1,Single,3.7,Bonafid,Gita,General Trade,-7.250445,112.768845,Crackers
TR35672,63,2022-07-01,P10,15000,3,45000,11,58,0,Married,10.78,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Cheese Stick
TR36833,41,2022-07-01,P3,7500,2,15000,14,51,0,Married,16.42,Priangan,Priangan,Modern Trade,-5.45,105.26667,Crackers
TR4110,445,2022-07-01,P2,3200,7,22400,1,51,0,Married,14.48,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Ginger Candy 
TR43466,118,2022-07-01,P8,16000,1,16000,13,20,1,Single,3.28,Buana,Buana,General Trade,-1.26916,116.825264,Oat
TR44592,238,2022-07-01,P4,12000,3,36000,8,26,0,Single,6.61,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Potato Chip
TR46432,335,2022-07-01,P3,7500,1,7500,9,29,1,Single,4.74,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Crackers
TR5410,94,2022-07-01,P2,3200,7,22400,3,53,0,Married,12.94,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Ginger Candy 
TR60066,251,2022-07-01,P10,15000,4,60000,7,45,1,Married,3.38,Buana Indah,Buana,General Trade,3.316694,114.590111,Cheese Stick
TR60222,206,2022-07-01,P9,10000,5,50000,5,68,0,Married,8.3,Bonafid,Gita,General Trade,-7.250445,112.768845,Yoghurt
TR60228,1,2022-07-01,P3,7500,5,37500,9,55,1,Married,5.12,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Crackers
TR68742,214,2022-07-01,P2,3200,7,22400,11,52,0,Married,13.14,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Ginger Candy 
TR71131,87,2022-07-01,P9,10000,5,50000,8,44,1,Married,9.57,Sinar Harapan,Harapan Baru,General Trade,5.54829,95.323753,Yoghurt
TR72787,293,2022-07-01,P8,16000,1,16000,2,54,0,Married,10.4,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Oat
TR77432,431,2022-07-01,P7,9400,2,18800,11,40,1,Married,9.51,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Coffee Candy
TR79479,107,2022-07-01,P7,9400,5,47000,7,38,1,Married,9.85,Buana Indah,Buana,General Trade,3.316694,114.590111,Coffee Candy
TR88599,438,2022-07-01,P10,15000,1,15000,3,36,1,Single,5.43,Prima Kota,Prima,Modern Trade,-7.797068,110.370529,Cheese Stick
TR92085,378,2022-07-01,P10,15000,1,15000,14,54,0,Married,14.66,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cheese Stick
TR9874,348,2022-07-01,P9,10000,7,70000,1,29,1,Married,4.64,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Yoghurt
TR98897,233,2022-07-01,P6,18000,4,72000,11,43,1,Married,5.69,Sinar Harapan,Prestasi,General Trade,0.533505,101.447403,Cashew
TR17337,155,2022-07-02,P4,12000,1,12000,10,40,0,Married,7.17,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Potato Chip
TR18471,17,2022-07-02,P9,10000,1,10000,5,35,0,Married,3.14,Bonafid,Gita,General Trade,-7.250445,112.768845,Yoghurt
TR19616,302,2022-07-02,P8,16000,3,48000,2,51,0,Married,15.43,Prima Kelapa Dua,Prima,Modern Trade,-6.914864,107.608238,Oat
TR34452,218,2022-07-02,P7,9400,5,47000,12,29,0,Married,3.52,Prestasi Utama,Prestasi,General Trade,-2.990934,104.756554,Coffee Candy
TR35601,356,2022-07-02,P10,15000,3,45000,9,56,0,Married,13.25,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Cheese Stick
TR37048,281,2022-07-02,P3,7500,2,15000,13,35,0,Married,3.03,Buana,Buana,General Trade,-1.26916,116.825264,Crackers
TR42480,310,2022-07-02,P3,7500,6,45000,10,23,0,Married,4.17,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Crackers
TR43486,125,2022-07-02,P5,4200,4,16800,7,55,1,Married,12.75,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR46328,172,2022-07-02,P4,12000,5,60000,1,57,1,Married,8.96,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Potato Chip
TR61763,380,2022-07-02,P9,10000,3,30000,10,40,0,Married,5.77,Harapan Baru,Harapan Baru,General Trade,3.597031,98.678513,Yoghurt
TR82925,325,2022-07-02,P5,4200,3,12600,1,37,0,Single,3.25,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Thai Tea
TR85800,149,2022-07-02,P3,7500,1,7500,7,61,1,Married,3.96,Buana Indah,Buana,General Trade,3.316694,114.590111,Crackers
TR89488,92,2022-07-02,P5,4200,4,16800,14,60,0,Married,10.72,Priangan,Priangan,Modern Trade,-5.45,105.26667,Thai Tea
TR91570,52,2022-07-02,P1,8800,9,79200,9,37,0,Married,3.73,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Choco Bar
TR10947,174,2022-07-03,P9,10000,4,40000,13,45,1,Married,17.34,Buana,Buana,General Trade,-1.26916,116.825264,Yoghurt
TR1281,81,2022-07-03,P9,10000,1,10000,13,44,0,Married,19.49,Buana,Buana,General Trade,-1.26916,116.825264,Yoghurt
TR13665,142,2022-07-03,P2,3200,6,19200,14,23,1,Single,1.58,Priangan,Priangan,Modern Trade,-5.45,105.26667,Ginger Candy 
TR16195,220,2022-07-03,P6,18000,3,54000,7,45,0,Married,16.35,Buana Indah,Buana,General Trade,3.316694,114.590111,Cashew
TR20979,270,2022-07-03,P10,15000,5,75000,14,49,1,Married,8.81,Priangan,Priangan,Modern Trade,-5.45,105.26667,Cheese Stick
TR225,400,2022-07-03,P5,4200,2,8400,7,23,1,Single,2.79,Buana Indah,Buana,General Trade,3.316694,114.590111,Thai Tea
TR2611,360,2022-07-03,P8,16000,1,16000,9,54,0,Married,35.78,Lingga,Lingga,Modern Trade,-3.654703,128.190643,Oat
TR31751,108,2022-07-03,P7,9400,2,18800,13,25,0,Single,6.87,Buana,Buana,General Trade,-1.26916,116.825264,Coffee Candy
TR40115,299,2022-07-03,P7,9400,6,56400,1,37,1,Married,4.54,Prima Tendean,Prima,Modern Trade,-6.2,106.816666,Coffee Candy
